Type,Cons_per_e,Itinerary,Avg_Slope,Shape_Leng
Main Road,Titus Annius Rufus (131 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Annia",0.687903962,4698.053289
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Pelosa",0.958815087,32288.36494
Secondary Road,,,0.873224132,45874.98547
Secondary Road,,,0.962122978,8747.368854
Secondary Road,,,0.784052331,4300.351933
Secondary Road,,,1.028057685,889.3866806
Secondary Road,,,0.781673386,29211.92203
Secondary Road,,,1.019925473,5800.169321
Secondary Road,,,1.028990918,5616.231715
Secondary Road,,,5.3941513,54284.11784
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.840978146,17895.45439
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.795602673,6675.808548
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.962831876,15752.0997
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.85127521,12278.09454
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",1.06455629,5894.600826
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.800010752,1617.071961
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.876110088,27891.67334
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.903402042,3949.060332
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.975443633,17102.17264
Secondary Road,,,4.302260659,86168.69024
Secondary Road,,,5.789452567,69632.16966
Secondary Road,,,6.021404743,60318.72982
Secondary Road,,,0.927412419,9310.620861
Secondary Road,,,0.837570675,12825.86501
Secondary Road,,,1.447475333,21014.44777
Secondary Road,,,1.265905977,1410.831435
Main Road,,Via Claudia Augusta,2.116846461,24693.90998
Main Road,,Via Claudia Augusta,4.3562444,24215.93671
Main Road,,Tabula Peutingeriana,7.111385511,22136.3222
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",0.897970678,11816.08701
Secondary Road,,Itinerarium Antonini,0.78957552,15413.23923
Main Road,Marcus Aemilius Scaurus (109 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aemilia Scauri",4.435237638,42924.17125
Main Road,Marcus Aemilius Scaurus (109 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aemilia Scauri",2.661886572,5302.661873
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",1.872471196,7210.011064
Secondary Road,,,0.605415389,14873.42156
Main Road,Publius Popillius Laenas (132 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Popillia",1.068138786,7748.238856
Main Road,,Itinerarium Antonini,3.930992885,697.4770235
Main Road,Gaius Aurelius Cotta (241 BCE),Via Aurelia,1.027645377,15930.21737
Main Road,,Itinerarium Antonini,2.471291961,4698.65432
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.038913362,2410.812019
Main Road,,Tabula Peutingeriana,2.029578486,6295.605446
Main Road,,Tabula Peutingeriana,2.993370318,7166.82279
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Clodia",1.924558206,23389.98302
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Clodia",5.277041252,3187.656342
Main Road,,"Tabula Peutingeriana, Via Latina",2.379500093,12857.31562
Main Road,,Tabula Peutingeriana,5.032878669,11548.46241
Main Road,Publius Popillius Laenas (132 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Popillia Capua-Rhegium",1.119295621,538.2647881
Main Road,Publius Popillius Laenas (132 BCE),"Tabula Peutingeriana, Via Popillia Capua-Rhegium",1.987335405,8627.407482
Secondary Road,,Tabula Peutingeriana,1.274849212,12888.14419
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",2.01544114,82.17558912
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",0.945707519,17413.24396
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",0.867190697,16716.40332
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.118143947,1346.821392
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.775546717,21694.06266
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.132224207,17240.39523
Main Road,,Tabula Peutingeriana,0.786918655,33313.35782
Main Road,,,0.892634624,16323.78222
Main Road,Spurius Postumius Albinus Magnus (148 BCE),Via Postumia,0.72194146,16385.73629
Main Road,Publius Popillius Laenas (132 BCE),Via Popillia,0.726871141,16466.37705
Main Road,Publius Popillius Laenas (132 BCE),Via Popillia,0.705025878,180.9706433
Main Road,Publius Popillius Laenas (132 BCE),Via Popillia,0.669925899,12684.2298
Main Road,,,0.640487432,7330.323258
Main Road,,Itinerarium Antonini,1.131928786,24549.37539
Main Road,,Itinerarium Antonini,1.961590686,37780.03776
Main Road,Gaius Aurelius Cotta (241 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aurelia",1.790100311,8637.023609
Main Road,Claudius (47 CE),Via Claudia Nova,3.504881755,39325.56593
Main Road,Marcus Valerius Messalla (154 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Valeria",4.234944532,15656.18064
Main Road,Marcus Valerius Messalla (154 BCE),"Itinerarium Antonini, Via Valeria",3.439419088,6617.256126
Secondary Road,,Tabula Peutingeriana,4.560197081,46434.03376
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",4.22650134,6329.867769
Main Road,Trajan (108-110 CE),"Itinerarium Antonini, Via Traiana",1.005635905,1834.34559
Main Road,Trajan (108-110 CE),"Itinerarium Antonini, Via Traiana",1.646284418,25396.42271
Main Road,,,0.995238881,19916.78553
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.017427775,18322.03479
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.479874523,15123.44788
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",7.817171218,2848.768055
Main Road,Publius Popillius Laenas (132 BCE),"Itinerarium Antonini, Via Popillia Capua-Rhegium",4.283456248,7140.676134
Main Road,Lucius Cornelius Scipio Asiaticus and Gaius Laelius (190 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Appia",3.222156345,18032.52999
Main Road,Lucius Cornelius Scipio Asiaticus and Gaius Laelius (190 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Appia",2.296667177,40106.88971
Main Road,Titus Quintius Flaminius (123 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Quinctia",1.790952479,79948.21962
Main Road,Claudius (47 CE),"Tabula Peutingeriana, Via Claudia Nova",2.93563217,15542.57851
Main Road,Septimius Severus Caracalla and Geta (201 CE),"Tabula Peutingeriana, Itinerarium Antonini",5.048231757,48706.51646
Secondary Road,,,0.854570082,20361.95882
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.534888273,7796.005811
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.575538242,1525.870217
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",3.387117662,5380.044027
Secondary Road,Augustus (3 BCE),,1.298907888,61231.66673
Secondary Road,,Via Triumphalis,2.75853784,11740.24198
Secondary Road,,,1.049787862,9811.165777
Secondary Road,,,1.94297531,28712.04836
Main Road,Claudius (41-54 CE),"Tabula Peutingeriana, Itinerarium Antonini",0.798658619,10396.98972
Secondary Road,,,1.251877645,23245.12748
Main Road,Augustus-Claudius (12 BCE-47 CE),"Tabula Peutingeriana, Itinerarium Antonini",1.150605967,113.9665852
Main Road,Drusus-Claudius (15 BCE-46 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Augusta",1.717299042,15978.90924
Secondary Road,,Tabula Peutingeriana,2.843049592,3049.675017
